Desempregados,Empregados,Pensionistas,Analfabetos,1Ciclo,2Ciclo,3Ciclo,EnsinoSec,EnsinoPosSec,CursoSup,M
3,14,10,0,2,1,3,3,0,20,0
3,60,26,0,16,5,12,27,1,59,1
0,0,0,0,0,0,0,0,0,0,0
8,74,45,8,42,15,19,23,1,45,1
12,77,53,6,41,21,29,28,3,35,1
8,35,20,0,17,10,14,21,1,22,0
1,6,4,1,2,3,2,5,0,0,1
7,53,34,6,12,6,17,19,1,51,1
9,146,83,4,28,26,34,54,4,165,1
6,89,55,0,20,11,25,50,1,105,1
6,67,30,0,15,12,10,21,2,79,1
5,15,21,0,2,2,7,16,0,17,1
5,44,15,0,3,4,16,16,1,38,1
4,61,50,13,22,10,14,22,2,53,1
2,38,32,0,13,6,11,20,1,30,1
7,47,29,5,15,8,39,17,2,44,1
4,129,68,2,39,17,29,35,0,122,1
6,118,85,1,22,19,34,29,4,136,1
1,21,15,1,3,6,18,9,1,9,0
3,34,24,0,9,5,7,13,1,49,1
10,152,106,1,38,17,42,74,6,141,1
7,82,37,1,16,12,25,28,2,79,1
11,107,73,2,33,21,35,50,4,126,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,3,1,0,3,1,1,0,0,0,1
12,195,86,7,54,20,39,66,3,161,1
10,91,29,7,22,13,25,42,2,73,1
5,82,51,1,22,8,26,30,5,86,1
12,178,74,4,35,23,35,67,4,169,1
3,88,51,2,27,10,15,36,3,72,1
8,113,51,2,19,17,24,48,2,108,1
6,100,55,6,32,16,28,39,1,98,1
4,55,22,2,12,5,10,13,1,61,1
4,41,24,0,14,3,8,27,1,34,1
6,44,17,1,12,6,7,19,0,49,1
13,120,68,0,20,20,17,49,3,135,1
11,123,77,2,31,17,29,39,2,135,1
4,52,18,1,11,3,6,21,1,47,1
9,75,33,0,17,14,14,28,1,79,0
16,182,105,6,53,35,44,76,6,166,1
9,78,48,2,27,18,25,33,0,68,1
12,71,44,6,32,16,21,29,2,41,0
9,75,63,9,50,11,35,40,1,38,1
12,108,53,2,33,19,40,44,2,90,0
27,150,80,5,60,31,54,51,4,75,1
3,23,18,1,9,2,6,11,0,19,1
13,118,76,4,45,21,40,42,1,77,1
8,82,62,7,43,19,24,30,1,42,1
6,51,32,4,31,10,12,21,6,17,1
3,27,12,3,8,5,5,6,0,15,1
1,14,12,0,10,5,5,4,0,3,1
3,18,6,2,6,3,3,6,0,11,0
5,24,16,3,15,10,5,8,0,6,0
10,45,24,2,31,15,14,24,3,9,1
4,20,21,1,18,7,7,6,1,4,1
55,218,144,19,104,68,84,84,4,92,0
12,119,45,1,28,23,29,35,1,77,1
21,68,45,11,39,17,25,24,2,23,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,0
2,22,12,1,8,3,7,9,0,10,1
9,83,60,1,59,21,35,30,1,50,0
13,60,34,12,43,8,22,13,2,19,0
2,8,5,1,9,4,2,4,0,0,0
12,25,10,4,17,7,11,7,2,2,0
3,9,8,0,8,3,7,1,0,3,1
0,2,4,0,6,2,0,1,0,0,1
4,34,11,2,9,5,7,12,0,26,0
2,24,16,2,14,3,4,8,4,9,0
2,9,5,2,4,7,2,4,0,2,1
8,53,19,1,20,10,11,10,0,33,1
8,17,19,0,16,3,11,6,1,10,1
5,47,58,4,40,16,12,22,1,17,1
13,73,52,12,53,31,31,22,4,14,1
2,15,10,1,14,3,2,5,1,4,1
1,10,10,2,10,1,4,3,0,6,0
9,59,37,6,44,20,25,17,1,6,1
6,30,14,3,12,5,7,17,1,10,0
7,29,16,2,19,6,13,9,1,9,1
7,25,11,3,14,6,8,9,0,9,0
13,132,80,10,69,36,47,44,8,42,1
17,145,73,7,54,30,33,57,4,82,1
22,188,68,8,64,48,49,79,4,79,1
14,193,138,11,97,32,62,75,5,106,1
35,257,133,24,103,49,65,94,11,133,1
9,111,113,3,64,10,63,51,1,65,1
27,257,169,13,123,51,95,99,9,135,1
24,231,140,15,90,34,68,67,3,164,1
30,154,138,3,67,33,71,70,7,122,1
21,160,113,6,89,26,63,76,8,57,1
17,134,142,5,77,31,64,74,1,78,1
20,104,75,10,57,24,43,56,6,40,1
11,74,43,4,37,20,33,34,2,21,1
38,274,226,38,175,72,106,117,8,107,1
9,50,26,1,27,12,19,16,1,14,1
27,156,127,9,97,27,55,76,8,75,1
2,20,13,1,9,4,16,2,1,6,1
12,71,64,3,47,15,29,32,3,26,1
8,92,47,1,44,21,30,31,3,36,1
17,246,114,7,86,46,96,83,3,168,1
30,148,128,37,126,52,60,34,5,41,1
2,28,6,0,8,1,3,8,2,22,0
14,108,82,4,70,12,36,43,7,51,1
12,60,36,1,32,8,26,21,1,29,1
32,400,97,12,97,44,67,115,11,238,1
7,45,75,9,58,16,16,12,1,17,1
14,77,44,19,37,18,35,25,2,15,1
6,46,40,4,48,13,14,16,1,8,1
29,302,195,11,130,72,99,118,10,150,1
29,190,146,6,90,36,66,90,7,112,1
17,99,70,8,46,21,44,59,2,35,1
9,41,30,5,32,9,16,14,0,10,1
12,14,5,2,16,11,8,2,1,1,0
22,69,29,8,44,24,25,36,1,18,1
18,95,86,8,76,29,43,43,0,26,1
1,22,10,1,4,4,11,8,0,4,1
3,11,14,1,11,7,8,4,0,1,1
2,23,5,1,7,5,8,6,2,3,0
2,16,10,1,11,4,7,7,0,2,1
21,214,116,5,88,31,70,81,5,131,1
7,65,40,2,32,21,19,25,2,28,1
8,58,71,5,31,10,26,36,2,45,1
8,51,47,4,39,18,21,22,0,16,1
30,346,199,19,149,75,111,132,11,190,1
0,0,0,0,0,0,0,0,0,0,0
9,10,16,2,18,9,4,3,1,0,1
0,12,16,3,14,4,4,2,0,1,0
3,19,23,3,22,8,4,5,0,9,1
11,40,38,5,47,21,20,10,1,1,1
4,27,31,4,32,12,10,7,1,5,0
21,183,180,18,138,54,68,57,7,88,1
28,152,144,10,96,51,61,60,0,100,1
39,109,75,35,107,63,68,18,1,1,1
0,0,0,0,0,0,0,0,0,0,0
1,10,3,1,3,7,3,4,0,1,1
8,50,31,4,31,10,16,15,1,24,1
4,17,13,2,11,8,7,1,1,4,1
33,207,123,18,123,58,79,72,5,70,1
6,423,14,0,25,36,68,76,5,425,0
15,158,59,3,36,30,56,54,4,125,1
16,291,131,10,78,52,70,96,4,245,1
1,35,14,0,4,5,6,14,1,39,0
8,69,34,0,12,10,15,33,1,66,1
2,43,14,0,13,7,10,12,2,33,1
6,48,17,5,9,4,12,10,2,31,1
4,17,12,1,14,7,5,4,2,6,1
10,111,45,2,22,20,29,51,4,103,1
13,93,63,5,39,15,27,28,1,78,1
15,106,74,7,72,23,37,42,3,43,1
6,26,19,3,17,5,8,11,1,7,1
0,3,6,0,9,0,1,2,0,0,0
2,11,15,4,9,5,8,8,0,3,1
1,25,8,0,7,3,7,7,0,27,1
5,80,35,2,30,9,15,19,2,71,1
1,26,14,0,7,8,6,7,0,29,1
4,36,22,2,16,7,7,9,1,20,1
2,81,13,0,6,14,15,25,2,76,0
2,36,16,2,14,5,7,10,0,29,1
0,12,3,1,1,0,2,10,0,3,1
2,21,19,2,21,4,7,10,1,15,0
1,4,9,0,10,2,0,1,0,3,1
2,21,14,1,5,7,6,15,0,10,0
0,9,7,0,5,2,8,4,0,3,1
3,53,39,1,38,9,18,22,3,18,1
10,91,16,2,12,9,9,26,1,67,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
4,27,14,2,13,9,9,13,1,8,1
7,25,27,4,27,4,6,17,1,17,0
4,20,16,4,8,6,10,7,0,6,1
3,26,15,2,14,2,11,7,0,20,1
3,21,20,6,19,2,9,11,0,3,1
17,173,92,8,79,36,52,48,5,108,1
7,31,25,3,20,11,14,11,2,10,1
4,48,26,1,13,6,7,22,0,42,1
4,50,40,2,23,13,21,20,0,32,1
10,72,48,9,39,14,16,19,5,45,1
8,36,34,4,39,11,13,11,1,9,1
0,6,1,0,0,1,1,3,1,3,1
3,17,5,0,6,6,5,7,0,9,1
1,15,11,0,5,2,6,12,0,12,0
2,28,5,0,8,6,3,10,2,22,1
8,47,20,4,15,11,15,8,4,31,0
1,4,3,0,2,1,2,1,0,6,1
20,61,33,11,52,19,26,23,1,27,1
1,19,10,2,4,0,8,17,1,12,1
7,69,27,1,26,14,12,25,0,40,1
4,23,9,0,9,1,8,4,2,23,1
1,12,2,0,0,0,1,4,2,14,0
0,12,1,0,0,2,1,4,0,11,0
0,6,1,1,0,0,0,1,0,6,0
1,30,11,0,4,2,4,8,0,31,1
0,0,1,0,0,0,0,0,0,1,0
9,76,32,3,33,21,12,25,1,35,1
6,26,20,0,16,6,7,9,0,19,0
5,42,26,4,27,10,16,10,2,19,1
8,33,16,3,21,9,9,7,2,20,1
3,6,0,0,1,1,0,5,0,3,0
1,19,26,5,21,4,3,8,0,11,1
0,24,3,1,1,0,2,4,0,21,1
0,7,0,0,1,3,4,2,0,4,0
2,34,17,2,19,8,5,5,0,23,0
5,28,15,0,11,7,7,8,2,12,1
4,14,53,8,21,3,4,8,2,7,1
2,21,11,0,7,10,9,4,1,12,1
1,17,8,0,7,2,6,5,0,7,1
3,25,20,5,15,5,6,5,0,16,0
7,25,14,5,10,6,6,11,2,17,1
2,28,14,0,11,7,8,11,0,18,0
1,18,20,4,20,3,3,7,1,7,1
17,60,42,2,33,10,26,20,2,37,1
4,20,9,1,9,1,6,7,0,13,1
13,57,23,2,25,3,17,19,5,31,1
0,22,10,1,6,3,2,3,1,19,1
4,28,29,5,32,4,15,13,0,8,0
3,39,26,4,15,8,16,13,2,23,0
0,10,8,0,3,2,3,2,1,10,1
5,28,12,4,10,6,3,8,3,15,0
3,30,16,0,15,4,8,16,1,16,1
3,32,15,2,12,9,6,11,0,20,0
2,12,6,2,7,5,4,3,1,4,0
7,32,27,1,15,10,12,15,0,19,1
9,68,26,2,23,7,10,23,2,54,1
0,0,0,0,0,0,0,0,0,0,0
12,63,32,8,33,10,17,31,1,27,1
3,25,9,4,9,1,8,5,1,11,0
5,39,30,5,23,5,8,18,0,23,1
6,50,18,2,10,3,11,11,3,43,1
0,0,0,0,0,0,0,0,0,0,0
13,147,58,3,51,27,25,49,4,105,0
11,48,41,3,31,16,32,15,0,25,1
6,62,31,6,29,11,23,20,1,24,1
1,26,8,1,4,4,5,5,1,19,1
0,0,0,0,0,0,0,0,0,0,0
2,16,8,1,10,5,7,5,0,4,1
2,16,14,1,10,0,5,11,2,9,0
7,38,28,4,23,4,9,16,2,16,1
9,61,29,6,23,12,13,27,1,18,1
4,32,17,3,13,5,4,9,2,16,1
11,51,24,8,24,19,11,17,1,24,1
13,105,69,7,50,22,37,29,0,59,1
4,55,14,4,11,3,14,11,4,35,1
15,61,29,4,30,14,21,21,3,39,1
5,42,17,0,11,7,14,10,1,33,1
10,85,28,3,26,8,20,38,6,41,1
6,38,17,2,15,6,13,11,3,15,0
1,29,20,2,18,3,13,13,2,8,1
0,19,15,1,13,4,4,5,0,7,0
3,25,19,5,15,6,11,11,2,9,1
0,4,1,0,0,3,0,2,0,0,0
5,33,30,5,24,8,13,15,2,9,1
5,69,106,4,76,20,34,36,2,28,1
0,0,1,0,1,0,0,0,0,0,1
26,64,55,22,67,35,32,12,1,19,1
44,281,199,9,180,61,112,99,13,117,1
21,144,100,18,73,32,58,57,6,46,1
0,0,0,0,0,0,0,0,0,0,0
5,24,21,1,16,6,9,10,1,10,1
28,221,183,23,140,47,89,92,5,85,1
3,9,9,3,10,1,2,2,0,5,1
10,65,36,1,35,6,22,24,1,42,1
0,1,1,0,2,1,0,0,0,0,0
6,54,23,2,21,10,18,10,1,16,0
8,57,55,6,52,12,26,21,4,16,1
9,74,37,10,30,20,18,26,1,28,1
7,58,19,6,26,3,14,14,2,24,1
5,44,33,1,29,4,13,16,2,22,1
4,80,69,7,60,17,30,40,2,25,1
4,39,28,1,27,12,15,7,1,21,1
20,66,28,10,24,12,26,39,2,22,0
5,43,30,1,20,14,18,15,0,23,1
15,58,35,1,39,10,19,26,1,23,1
34,178,125,16,92,35,74,65,3,79,1
14,133,103,8,74,33,58,44,5,56,1
4,40,28,1,24,11,13,9,2,18,1
9,56,27,4,21,8,20,17,4,31,1
14,151,28,4,28,8,21,43,4,101,1
8,93,58,3,58,16,22,29,3,53,1
4,84,31,0,11,17,14,33,1,96,1
1,46,7,0,6,10,10,21,0,53,1
5,55,29,2,17,5,15,28,0,47,1
2,52,34,2,19,5,15,21,3,37,1
4,38,19,3,9,8,8,12,0,30,1
2,8,12,2,11,2,6,3,0,6,1
13,175,95,8,34,25,41,79,4,158,1
10,177,70,5,29,18,23,62,1,179,1
8,122,56,0,15,12,31,44,3,136,1
2,9,14,0,12,7,8,9,0,1,0
7,43,24,3,32,8,19,6,0,10,1
6,51,40,6,35,13,23,12,0,9,1
0,6,7,4,4,0,0,1,0,4,1
4,48,32,1,22,9,20,11,1,36,1
7,58,46,4,16,12,23,28,2,58,1
8,128,72,12,50,14,32,45,3,93,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
13,33,29,3,21,9,20,24,1,11,1
11,103,75,5,30,20,33,43,3,85,1
12,131,71,0,53,14,36,35,5,96,1
2,27,21,1,12,10,10,13,0,12,0
18,159,112,5,80,30,46,70,5,97,1
5,38,24,2,13,4,13,12,1,31,1
24,137,107,3,54,23,46,65,6,110,1
13,175,70,1,32,34,61,63,6,172,1
0,3,2,0,1,0,1,0,0,3,0
1,37,20,1,10,6,11,16,0,33,0
5,30,29,10,18,12,9,18,0,21,0
28,276,291,28,150,61,104,113,8,224,1
7,102,81,4,51,15,38,41,1,66,1
14,99,43,6,28,9,28,45,4,61,1
1,8,9,0,2,3,5,3,0,12,1
9,68,33,0,18,14,15,21,4,83,1
11,92,49,8,29,20,17,33,1,64,1
4,39,13,0,9,2,7,21,1,31,1
31,247,149,4,111,58,72,87,7,186,1
1,17,33,11,23,6,6,9,1,3,1
9,75,28,7,26,21,46,14,2,19,0
6,21,15,1,16,5,14,4,0,9,0
3,20,2,0,6,1,8,2,2,9,0
0,1,1,0,0,0,0,1,0,0,0
27,160,43,14,68,40,56,73,10,16,0
2,5,3,0,3,2,4,3,1,1,0
1,18,8,0,8,3,5,8,1,6,0
1,15,5,0,4,4,2,8,1,3,0
0,0,0,0,0,0,0,0,0,0,0
0,12,8,1,6,1,2,6,0,4,0
1,0,3,0,4,0,5,2,0,0,0
1,7,6,1,4,2,2,2,1,3,1
12,43,24,5,17,7,21,17,3,12,0
0,0,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,0,2,0,2,0
0,0,2,0,2,0,0,0,0,0,0
7,33,31,0,24,15,8,13,1,22,1
0,19,5,0,1,4,1,4,1,24,1
4,25,18,0,6,7,8,15,0,32,1
1,19,51,0,29,11,7,7,0,27,1
7,67,61,4,35,5,18,29,0,61,1
0,29,6,0,7,5,10,9,2,28,1
0,0,0,0,0,0,0,0,0,0,0
1,4,12,2,7,3,2,2,0,2,1
0,1,2,0,1,0,1,0,0,0,1
1,48,12,1,7,6,5,13,1,56,0
7,39,53,2,32,11,21,19,0,17,1
15,87,77,2,43,16,30,35,1,75,1
4,31,31,3,28,5,12,9,1,10,1
18,86,86,6,62,25,39,36,3,34,1
3,28,32,2,26,5,10,12,0,12,0
8,33,19,2,19,10,12,9,0,15,1
0,3,0,0,0,0,0,0,1,0,0
0,15,8,0,6,6,8,8,2,7,1
0,2,1,0,1,0,1,1,0,0,1
4,71,61,3,26,12,28,23,3,58,1
0,1,1,0,2,0,0,1,0,1,0
1,21,10,0,9,2,9,18,0,4,0
0,0,2,0,2,0,0,0,0,0,0
0,3,8,1,0,3,3,3,0,2,1
0,11,4,0,3,0,4,6,0,7,0
0,17,9,0,1,7,8,6,0,20,1
0,6,0,0,1,3,3,3,0,7,0
1,5,7,0,3,1,2,4,0,5,1
0,12,4,1,1,1,1,9,0,11,1
1,6,8,3,5,1,5,2,0,6,1
0,7,4,0,2,1,4,4,0,5,1
1,6,3,0,3,2,3,2,0,2,1
12,106,120,11,91,29,43,53,1,43,1
6,44,43,2,29,8,17,13,1,37,1
1,8,6,0,3,1,2,10,0,14,0
1,27,8,1,3,1,4,10,0,28,1
2,30,11,0,5,5,14,16,0,28,0
0,17,7,0,3,2,8,5,0,18,1
0,12,3,0,3,3,1,7,1,13,0
1,10,2,0,1,2,3,2,0,12,0
0,9,7,0,2,1,1,5,0,14,1
4,9,5,0,2,3,3,3,0,16,1
1,4,7,0,1,1,3,2,0,9,1
2,25,14,0,6,2,4,13,1,29,1
0,8,7,1,1,0,1,0,0,12,1
0,9,2,0,1,3,2,2,0,10,0
0,10,0,0,0,0,0,2,0,10,1
0,5,5,0,2,0,1,3,0,9,0
0,5,6,0,1,0,1,3,0,6,0
0,6,4,0,3,0,1,2,0,7,1
1,8,5,0,2,0,2,3,1,11,1
1,13,2,0,1,1,2,2,0,16,0
0,9,3,0,2,1,1,2,0,11,0
1,5,2,0,0,1,1,3,0,7,1
0,3,3,0,0,0,2,4,0,2,0
0,5,0,0,1,0,1,2,0,5,0
0,3,2,0,0,0,0,2,0,4,0
0,4,4,0,4,0,3,0,0,3,1
1,4,3,0,1,1,2,1,1,6,1
0,0,0,0,0,0,0,0,0,0,0
2,7,3,0,0,1,0,5,0,12,1
0,5,4,0,1,0,2,3,0,7,1
1,2,0,0,0,0,0,1,0,2,1
0,2,6,0,1,0,1,1,0,5,1
0,2,9,0,1,0,2,4,0,6,0
0,5,3,0,0,0,3,3,0,8,0
0,3,1,0,0,0,2,1,0,3,0
0,7,4,0,2,0,1,6,0,7,1
8,58,65,4,40,11,23,25,4,30,1
0,21,17,1,8,7,6,7,0,14,1
1,13,12,1,10,3,9,4,0,9,1
1,1,5,0,2,2,1,2,0,1,1
4,60,55,3,24,4,18,29,1,50,1
0,9,8,0,5,0,4,4,1,9,0
2,20,15,0,10,4,8,16,0,14,1
0,0,0,0,0,0,0,0,0,0,0
4,41,36,4,22,11,17,16,1,22,1
15,125,120,13,98,32,40,40,1,70,1
6,8,10,2,11,1,4,2,1,4,1
0,9,14,0,3,3,3,8,0,8,1
3,24,26,2,5,1,12,11,0,27,1
4,25,23,2,20,3,9,10,0,19,1
0,7,6,0,1,2,3,2,0,8,1
5,6,12,2,13,4,3,1,1,2,1
3,14,10,3,6,3,5,3,2,8,0
1,8,10,1,8,6,4,2,0,2,0
0,0,0,0,0,0,0,0,0,0,0
1,27,26,3,15,5,9,10,0,13,1
4,11,8,1,9,2,3,3,1,6,1
15,135,103,8,67,18,31,54,6,99,1
0,0,0,0,0,0,0,0,0,0,0
1,6,8,0,4,1,0,6,0,4,0
0,18,3,0,6,3,1,4,1,14,1
0,0,0,0,0,0,0,0,0,0,0
1,20,4,1,3,5,6,9,0,22,0
5,6,24,0,15,8,15,10,2,10,0
3,49,23,0,6,15,15,16,1,57,1
0,14,26,0,1,9,8,14,0,22,1
0,9,4,0,1,2,3,3,0,9,0
0,8,3,0,1,4,4,6,0,10,1
7,97,56,0,33,21,30,37,1,84,1
3,117,20,0,16,17,16,24,2,126,0
0,15,23,0,7,2,10,11,0,16,0
0,0,0,0,0,0,0,0,0,0,0
7,62,44,1,11,13,8,26,3,87,1
3,16,14,0,9,3,5,7,0,14,1
2,13,18,4,12,1,5,3,0,8,1
1,2,15,1,10,2,2,1,0,5,1
5,64,19,2,14,7,7,14,2,50,1
0,0,0,0,0,0,0,0,0,0,0
0,5,1,0,2,0,0,1,0,7,1
0,12,4,0,0,1,2,1,1,12,1
0,8,6,0,3,1,5,1,0,7,1
1,9,3,0,0,1,1,3,0,8,0
0,0,3,0,1,0,2,0,0,1,0
1,11,1,0,1,2,2,5,0,10,1
0,4,1,0,0,1,3,0,0,4,0
0,4,3,0,0,0,0,1,0,8,0
1,7,4,0,1,1,0,2,0,11,1
0,7,6,0,1,2,1,9,0,7,1
1,7,3,0,1,0,2,6,0,8,1
0,0,1,0,0,0,1,0,0,0,0
0,13,2,0,1,1,4,4,0,14,1
0,0,30,4,10,1,2,9,0,1,1
8,40,44,1,22,12,15,25,3,36,1
1,21,29,0,21,2,3,3,0,26,1
10,31,32,4,25,10,11,19,0,13,1
1,7,3,0,3,2,2,5,0,0,0
7,87,46,4,27,15,25,24,1,63,1
7,112,56,7,45,10,17,35,1,73,1
3,19,15,0,11,8,12,6,0,8,1
2,13,9,1,11,4,4,3,0,8,0
1,15,2,0,1,1,1,2,0,19,1
0,5,7,1,3,1,3,5,0,0,1
0,8,13,1,13,1,4,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,1
0,5,3,0,0,1,1,2,0,6,0
0,5,0,0,0,0,0,0,0,5,1
0,18,13,1,6,6,5,5,0,14,1
8,126,62,3,32,22,38,42,4,98,1
1,8,14,1,11,0,3,3,0,7,1
1,5,13,4,13,3,4,3,0,2,0
3,12,7,0,7,4,5,3,1,2,1
0,0,0,0,0,0,0,0,0,0,0
1,10,9,2,10,4,3,3,0,2,0
1,14,1,0,1,0,0,3,0,14,0
25,165,111,6,38,16,45,65,6,172,1
0,0,0,0,0,0,0,0,0,0,0
2,66,21,2,15,3,7,11,1,61,1
0,9,1,0,1,0,0,0,0,9,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
21,136,141,14,97,38,59,47,3,76,1
7,30,15,1,20,10,14,9,0,17,1
0,0,0,0,1,0,0,0,0,0,0
6,12,13,2,10,3,7,2,1,10,0
0,2,5,1,2,1,2,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
82,162,86,55,180,110,78,31,3,4,1
0,2,6,1,5,1,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0
38,229,233,35,226,60,97,79,3,54,1
0,1,2,0,2,0,0,1,0,0,0
22,161,151,20,150,49,65,53,5,47,1
2,40,19,1,14,2,12,19,2,24,1
29,220,222,47,206,81,91,72,3,42,1
67,154,54,85,204,104,116,36,3,8,0
20,58,30,31,76,49,35,16,0,3,1
0,0,0,0,0,0,0,0,0,0,0
2,38,11,0,6,2,11,10,2,34,1
4,68,13,0,6,10,13,19,1,64,0
7,158,11,1,8,9,13,29,3,150,1
8,167,34,0,23,19,25,40,3,179,1
6,157,18,0,10,18,17,24,4,157,1
5,177,24,4,18,12,25,33,2,151,1
0,0,0,0,0,0,0,0,0,0,0
21,156,139,21,130,48,72,59,6,23,1
15,76,75,14,81,17,22,27,1,22,1
0,4,10,2,3,5,3,1,0,1,1
1,16,3,0,2,2,3,6,0,10,1
31,166,198,22,126,32,74,100,4,95,1
0,114,33,1,10,10,12,29,0,113,1
0,0,0,0,0,0,0,0,0,0,0
5,180,16,1,10,13,15,36,3,167,1
5,230,14,0,18,14,20,45,1,201,1
34,190,172,21,172,69,80,57,2,41,1
30,218,162,14,146,70,95,87,5,62,1
9,110,130,13,84,29,38,53,5,63,1
1,16,18,1,12,3,10,5,1,3,1
0,0,0,0,0,0,0,0,0,0,0
1,18,14,4,16,3,6,3,0,6,1
77,179,88,57,157,99,103,45,4,11,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,37,27,1,12,9,14,13,1,28,1
8,48,27,1,10,12,15,28,0,39,1
1,38,25,2,10,2,15,20,1,25,1
5,28,14,0,19,8,16,6,2,7,1
4,42,32,1,10,8,19,24,3,26,1
3,16,5,1,10,2,5,7,0,8,0
2,24,16,0,9,2,10,9,1,18,0
0,2,1,0,1,0,0,1,0,1,1
18,493,27,1,20,15,45,74,4,464,1
18,234,73,2,16,20,30,86,4,247,0
7,244,21,1,12,10,15,43,2,242,1
14,147,155,1,48,20,68,86,6,165,1
5,89,16,0,17,10,26,25,3,50,0
4,55,12,1,14,12,10,21,1,34,1
0,59,20,0,12,11,26,23,1,24,1
12,145,32,4,49,31,44,58,3,46,1
33,324,358,32,251,70,148,173,8,140,1
0,0,0,0,0,0,0,0,0,0,0
26,223,197,3,92,51,79,112,5,171,1
36,186,231,42,204,51,85,71,1,62,1
24,247,81,6,79,57,105,98,4,80,1
0,0,0,0,0,0,0,0,0,0,0
0,6,5,0,2,2,1,5,0,5,1
1,25,11,1,6,1,7,8,0,19,0
5,27,20,0,18,6,8,16,0,20,1
0,20,13,1,8,5,7,8,0,13,0
1,29,28,3,18,5,11,13,0,17,0
1,12,7,1,2,1,5,5,1,10,0
1,26,10,0,6,2,10,7,0,16,0
2,24,20,0,6,1,9,9,1,27,1
2,28,10,0,6,4,9,10,0,21,0
0,14,7,1,3,4,1,3,2,15,1
0,12,7,1,3,4,6,1,0,12,1
25,246,190,14,167,59,93,105,10,98,1
8,103,105,7,53,19,48,61,3,52,1
11,63,76,2,43,18,37,36,3,32,1
8,76,3,1,1,3,12,19,4,67,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
29,111,103,24,98,43,54,27,2,26,1
6,27,55,3,32,8,15,18,0,9,1
2,63,8,0,1,2,9,14,0,61,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1,41,6,0,2,7,5,9,2,48,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
85,173,96,53,163,123,95,34,3,6,1
1,22,19,0,4,3,5,10,0,25,0
0,0,0,0,0,0,0,0,0,0,0
4,35,30,0,11,5,13,16,2,33,0
3,26,12,0,10,5,7,7,0,15,1
1,23,15,2,6,5,8,6,1,17,1
1,21,13,1,10,1,7,5,0,17,0
1,7,16,1,11,1,4,3,1,7,1
4,37,27,1,13,5,18,15,3,27,1
1,44,33,0,14,7,19,25,0,23,1
8,42,20,1,11,13,20,20,1,24,0
2,12,12,0,13,2,0,5,0,14,0
78,194,114,48,198,102,98,47,3,8,1
42,97,57,25,94,47,55,24,2,3,1
0,0,0,0,0,0,0,0,0,0,0
115,328,133,69,271,169,175,77,13,14,1
3,47,29,2,19,6,17,21,0,27,1
0,10,12,1,7,2,2,4,0,10,1
7,17,21,3,15,3,8,13,0,5,1
4,44,28,2,16,9,21,14,0,19,1
8,46,29,1,14,10,19,12,0,40,1
5,44,25,0,14,8,14,19,0,36,0
0,40,22,0,17,8,15,15,0,16,1
0,5,5,1,3,0,0,1,0,6,1
8,50,40,3,40,7,18,20,1,23,1
6,45,43,1,22,13,23,21,0,28,1
0,0,0,0,0,0,0,0,0,0,0
11,92,36,6,21,15,24,32,1,87,1
19,140,134,20,115,40,57,55,7,41,1
17,68,84,9,80,23,42,20,3,10,1
27,82,49,14,76,37,37,23,1,4,1
31,163,143,22,174,78,74,42,1,9,1
0,0,0,0,0,0,0,0,0,0,0
4,27,32,9,26,7,13,12,1,9,1
4,12,28,7,14,2,5,6,0,4,1
20,77,80,8,78,33,37,23,1,16,1
